============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(50 keV) ==> Layer 1+Kapton Polyimide( 2000 A) ==========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T    1  2 ,2597446E+05   2001863E-03  ,1078E+03  ,1390E+02   ,9711029 -,2378681  ,0194412
T    2  2 ,2502709E+05   2000209E-03 -,2100E+03  ,1395E+03   ,8808581 -,3470630  ,3219260
T    3  2 ,2318051E+05   2001885E-03  ,3077E+03  ,7194E+03   ,8944680  ,1652837  ,4154616
T    4  2 ,2580635E+05   2001516E-03 -,2720E+02  ,6794E+01   ,9942727 -,1048979  ,0204498
T    5  2 ,2458770E+05   2001374E-03 -,1946E+03  ,2965E+03   ,9777202 -,1570436  ,1392855
T    6  2 ,2617258E+05   2000738E-03 -,2850E+03 -,1405E+03   ,9729746 -,2126682 -,0899595
T    7  2 ,2558907E+05   2000428E-03  ,2147E+03  ,1378E+03   ,9659308  ,2223132  ,1324932
T    8  2 ,2460869E+05   2000997E-03 -,6181E+02  ,7638E+02   ,9912627 -,0093184  ,1315731
T    9  2 ,1931220E+05   2001053E-03  ,4027E+03  ,1398E+04   ,6741041  ,4339184  ,5977445
T   10  2 ,2599148E+05   2001890E-03  ,1030E+03 -,1017E+03   ,9844975  ,0977745 -,1456186
T   11  2 ,2597012E+05   2002009E-03 -,9567E+02 -,1930E+03   ,9867811 -,0365148 -,1578916
T   12  2 ,2543889E+05   2000191E-03 -,3788E+02  ,3528E+03   ,9537719 -,1466662  ,2623130
T   13  2 ,2533412E+05   2000520E-03 -,2918E+03 -,1295E+03   ,9783526 -,1614435 -,1294691
T   14  2 ,2509250E+05   2000961E-03 -,6477E+02  ,1264E+03   ,9917811  ,1134641  ,0591280
T   15  2 ,2457853E+05   2000740E-03  ,2525E+02  ,5426E+03   ,8419186  ,1613053  ,5149307
T   16  2 ,2824993E+05   2001761E-03 -,1011E+03 -,2023E+02   ,9874849 -,1538630  ,0346369
T   17  2 ,2659673E+05   2002191E-03  ,1066E+03 -,1196E+02   ,9833502  ,1253675 -,1315500
T   18  2 ,2601198E+05   2001709E-03 -,1721E+03 -,5933E+02   ,9900359 -,1304799 -,0529513
T   19  2 ,2567194E+05   2002048E-03  ,1012E+03  ,2827E+02   ,9939648  ,1052476  ,0309337
T   20  2 ,2422876E+05   2001858E-03 -,3298E+02  ,5504E+02   ,9978868 -,0388665  ,0520701
T   21  2 ,2305317E+05   2000183E-03 -,1663E+03 -,1162E+03   ,9458813 -,1138993 -,3038677
T   22  2 ,2549517E+05   2001332E-03 -,2153E+03 -,7439E+02   ,9642189 -,2276161 -,1359148
T   23  2 ,2278623E+05   2001527E-03 -,9971E+03  ,2419E+02   ,8995800 -,4365783 -,0124558
T   24  2 ,2421444E+05   2000368E-03 -,1939E+03  ,1090E+03   ,9367837 -,2074887  ,2817528
T   25  2 ,2562140E+05   2000066E-03  ,5845E+01  ,3867E+03   ,9672501  ,0275232  ,2523286
T   26  2 ,2480413E+05   2001693E-03  ,4407E+02 -,1860E+03   ,9906000  ,0875237 -,1051254
T   27  2 ,2464595E+05   2001696E-03  ,3022E+03 -,2296E+03   ,9799324  ,1978351 -,0243655
T   28  2 ,2578928E+05   2001119E-03  ,9637E+02 -,2263E+03   ,9716794 -,0067664 -,2362062
T   29  2 ,2637826E+05   2001480E-03  ,3076E+03 -,2622E+03   ,9859863  ,1427865 -,0862730
T   30  2 ,2532404E+05   2000556E-03  ,1830E+03 -,2645E+03   ,9892953 -,0108720 -,1455218
T   31  2 ,1793012E+05   2000986E-03  ,1084E+04  ,9582E+03   ,8234088  ,3869171  ,4150821
T   32  2 ,2495229E+05   2001063E-03 -,3918E+03 -,9173E+02   ,9731170 -,2293911 -,0205665
T   33  2 ,2616701E+05   2000443E-03 -,1540E+03 -,1559E+03   ,9791106 -,1702054 -,1112321
T   34  2 ,2495999E+05   2000583E-03 -,8321E+01 -,2751E+03   ,9464084 -,1225058 -,2988370
T   35  2 ,2652403E+05   2001447E-03  ,1251E+03  ,1196E+03   ,9935518 -,0021155  ,1133593
T   36  2 ,2470149E+05   2000496E-03 -,1460E+03  ,1415E+02   ,9821270 -,1685925  ,0836844
T   37  2 ,1943434E+05   2001075E-03 -,7963E+03  ,6228E+03   ,7513832 -,5014041  ,4289723
T   38  2 ,2440523E+05   2000897E-03 -,5442E+02 -,7115E+02   ,9087122 -,4016588 -,1136323
T   39  2 ,2625615E+05   2000236E-03  ,1540E+03 -,6508E+02   ,9892225  ,1401883 -,0422630
T   40  2 ,2560351E+05   2000488E-03  ,1552E+03 -,1670E+03   ,9979438  ,0460130 -,0446209
T   41  2 ,2556443E+05   2000736E-03 -,1849E+03 -,5315E+03   ,8995733 -,2138273 -,3808487
T   42  2 ,2575787E+05   2001327E-03  ,4436E+02  ,1268E+03   ,9911882 -,0179539  ,1312389
T   43  2 ,2510215E+05   2000548E-03 -,9329E+02  ,1045E+03   ,9782944 -,1397682  ,1529868
T   44  2 ,2692074E+05   2000702E-03 -,1254E+02 -,2411E+03   ,9803114 -,0940694 -,1736100
T   45  2 ,2511135E+05   2001948E-03 -,1708E+03  ,3327E+03   ,9341407  ,0163048  ,3565323
T   46  2 ,2726951E+05   2000465E-03  ,1286E+03 -,7183E+01   ,9941074  ,0919468  ,0574132
T   47  2 ,2518665E+05   2000067E-03  ,1166E+03 -,3266E+02   ,9928203  ,1163303 -,0278396
T   48  2 ,2454163E+05   2002153E-03 -,1128E+03  ,8740E+02   ,9807401 -,0612603  ,1854617
T   49  2 ,2562124E+05   2000409E-03  ,1079E+02  ,6386E+02   ,9980933  ,0516485  ,0337959
T   50  2 ,2589154E+05   2000319E-03 -,4375E+02  ,6580E+02   ,9947356 -,0355371  ,0961152
T   51  2 ,2417922E+05   2001186E-03  ,2195E+03 -,4039E+02   ,9800562  ,1576688  ,1209559
T   52  2 ,2455879E+05   2001903E-03 -,2814E+03  ,2259E+03   ,9792937 -,1730972  ,1049819
T   53  2 ,2582573E+05   2000689E-03 -,1988E+03 -,1517E+03   ,9875848 -,1506104 -,0446406
T   54  2 ,2614596E+05   2001174E-03  ,8498E+02 -,4987E+02   ,9825050 -,1850266 -,0211918
T   55  2 ,2287916E+05   2001305E-03  ,7680E+03 -,1821E+03   ,8361822  ,4730055 -,2776061
T   56  2 ,2653380E+05   2001130E-03  ,2796E+03  ,1017E+02   ,9216404  ,3785480  ,0853257
T   57  2 ,2139732E+05   2000664E-03  ,2476E+03  ,4775E+03   ,7769981  ,5547682  ,2974999
T   58  2 ,2472666E+05   2000364E-03 -,3300E+02 -,2296E+03   ,9448291  ,1187069 -,3052977
T   59  2 ,2633001E+05   2000227E-03  ,1604E+03 -,8434E+02   ,9935275  ,1135045 -,0044457
T   60  2 ,2475704E+05   2001758E-03  ,2586E+03  ,4024E+02   ,9429399  ,3241665 -,0760291
T   61  2 ,2359309E+05   2000094E-03 -,6828E+03 -,2694E+03   ,8718562 -,4485111 -,1967346
T   62  2 ,2595043E+05   2001777E-03  ,3063E+01 -,5494E+02   ,9969352  ,0347293 -,0701005
T   63  2 ,2519889E+05   2001126E-03 -,8423E+01 -,3095E+02   ,9964254 -,0395289  ,0746590
T   64  2 ,2555640E+05   2001119E-03  ,3344E+02  ,8213E+02   ,9913688  ,1037732  ,0801194
T   65  2 ,2503454E+05   2000979E-03 -,5314E+03  ,3142E+03   ,8825225 -,4702696 -,0007820
T   66  2 ,2593052E+05   2001435E-03  ,1592E+03 -,4868E+03   ,9641029  ,1503899 -,2188345
T   67  2 ,2755740E+05   2001995E-03 -,1229E+03 -,2895E+02   ,9921672 -,1231486  ,0209436
T   68  2 ,2525151E+05   2001743E-03 -,1278E+03  ,6425E+02   ,9781428 -,2060659  ,0278112
T   69  2 ,2467398E+05   2000467E-03  ,2051E+03  ,7585E+02   ,9804438  ,1790446 -,0816889
T   70  2 ,2456264E+05   2001384E-03  ,1865E+03 -,1040E+03   ,9863920  ,1176538 -,1148410
T   71  2 ,2603188E+05   2001168E-03 -,1510E+03  ,2152E+03   ,9709966 -,1023074  ,2160991
T   72  2 ,2258922E+05   2000394E-03 -,2479E+03 -,8819E+03   ,8126850 -,0450468 -,5809594
T   73  2 ,2409761E+05   2000412E-03  ,3198E+02 -,2259E+03   ,9764808  ,0402481 -,2118145
T   74  2 ,2607695E+05   2001439E-03  ,6099E+01 -,1016E+03   ,9967772  ,0448165 -,0665338
T   75  2 ,2604317E+05   2000386E-03  ,1639E+02  ,5637E+02   ,9547765  ,0878636  ,2840455
T   76  2 ,2524111E+05   2001671E-03  ,3535E+03  ,3362E+03   ,9574728  ,2546117  ,1357160
T   77  2 ,2559119E+05   2001767E-03 -,7625E+02  ,2118E+02   ,9959821 -,0456347  ,0770532
T   78  2 ,2438155E+05   2001772E-03  ,9115E+01  ,2358E+03   ,9730433 -,0291287  ,2287756
T   79  2 ,2362451E+05   2001558E-03  ,3357E+03 -,5451E+03   ,9457521  ,1644884 -,2801722
T   80  2 ,2512354E+05   2000078E-03  ,1176E+02 -,5353E+03   ,8927945 -,0642709 -,4458557
T   81  2 ,2554163E+05   2002086E-03 -,1409E+03 -,2156E+03   ,9682588 -,1823028 -,1709985
T   82  2 ,2385750E+05   2001364E-03 -,4291E+03 -,5161E+02   ,9732884 -,2234658  ,0526564
T   83  2 ,2171193E+05   2000397E-03  ,5210E+03 -,1765E+03   ,9133456  ,3022847 -,2728072
T   84  2 ,2528388E+05   2000065E-03  ,1482E+03  ,1258E+03   ,9895080  ,1066700 -,0974442
T   85  2 ,2560416E+05   2001027E-03 -,4108E+03 -,8693E+02   ,9691253 -,2457510 -,0200644
T   86  2 ,2521724E+05   2000884E-03 -,2007E+03  ,6978E+02   ,9904555 -,1347433 -,0290188
T   87  2 ,2585602E+05   2002148E-03 -,3971E+03  ,6421E+02   ,9606523 -,2777493  ,0015777
T   88  2 ,2556215E+05   2000057E-03  ,1793E+03  ,9652E+02   ,9781058  ,2075460 -,0152864
T   89  2 ,2448532E+05   2002191E-03 -,1446E+03 -,2832E+02   ,9880760 -,1444500 -,0532911
T   90  2 ,2320807E+05   2001153E-03  ,1380E+03 -,2356E+03   ,7861144  ,3087218 -,5354578
T   91  2 ,2605849E+05   2000374E-03 -,7538E+02 -,1318E+03   ,9911737  ,0282183 -,1295319
T   92  2 ,2484568E+05   2002112E-03 -,1303E+03 -,8645E+02   ,9861923 -,0061203  ,1654912
T   93  2 ,2237192E+05   2001659E-03 -,6609E+03 -,5965E+03   ,8508077 -,4599376 -,2541333
T   94  2 ,2590374E+05   2002034E-03  ,2029E+03 -,1500E+03   ,9777587  ,1735718 -,1177316
T   95  2 ,1036990E+05   2000564E-03 -,9604E+03 -,7851E+03   ,4531092 -,8286006 -,3288054
T   96  2 ,2549126E+05   2002146E-03 -,1971E+03 -,2450E+02   ,9836185 -,1626186 -,0777810
T   97  2 ,2436424E+05   2000489E-03 -,4111E+03  ,3730E+03   ,8960963 -,2631618  ,3574316
T   98  2 ,1483619E+05   2001840E-03  ,1613E+03  ,1044E+02   ,9512420  ,1219748  ,2833033
T   99  2 ,2529423E+05   2001527E-03 -,1294E+03 -,2342E+03   ,9832147 -,1331755 -,1247126
T  100  2 ,2474632E+05   2001698E-03 -,2653E+03  ,2625E+03   ,9534944 -,1923243  ,2320772
T  101  2 ,2613380E+05   2000863E-03 -,1012E+03 -,5452E+02   ,9984640  ,0523705 -,0180811
T  102  2 ,1706708E+05   2001734E-03  ,8746E+03 -,2650E+03   ,7694005  ,5758476 -,2764461
T  103  2 ,2650877E+05   2000505E-03  ,8130E+02 -,1178E+03   ,9873561  ,1537559 -,0385616
T  104  2 ,2534778E+05   2001166E-03  ,3438E+01  ,4397E+02   ,9971448  ,0727603  ,0202058
T  105  2 ,2446511E+05   2001010E-03  ,6035E+02  ,4986E+02   ,9981762  ,0448531  ,0404031
T  106  2 ,2500059E+05   2002124E-03 -,1893E+03  ,3009E+02   ,9767531 -,2135666 -,0185125
T  107  2 ,2395463E+05   2000061E-03  ,7241E+03  ,3109E+03   ,7936476  ,5711246  ,2096189
T  108  2 ,2486630E+05   2002052E-03  ,9351E+02  ,9625E+02   ,9894417  ,1314848  ,0609668
T  109  2 ,2381807E+05   2001489E-03 -,1184E+03 -,1658E+03   ,9535724  ,0812641 -,2899928
T  110  2 ,2470604E+05   2001302E-03 -,2242E+03 -,1091E+03   ,9992957 -,0075265  ,0367617
T  111  2 ,2601747E+05   2001504E-03 -,1036E+03 -,2530E+03   ,9707170 -,0278664 -,2386040
T  112  2 ,2442855E+05   2002070E-03 -,5322E+03  ,3930E+03   ,9370548 -,2894477  ,1953159
T  113  2 ,2582377E+05   2001232E-03 -,8885E+02 -,9576E+02   ,9842810 -,1581201 -,0786701
T  114  2 ,2599692E+05   2002128E-03 -,8546E+02  ,1183E+03   ,9869927 -,0971241  ,1281102
T  115  2 ,2137736E+05   2001741E-03 -,2253E+03 -,4639E+03   ,9753846 -,1710548  ,1391588
T  116  2 ,2588004E+05   2000619E-03 -,7861E+02 -,8704E+02   ,9805321 -,0710120 -,1830684
T  117  2 ,2560471E+05   2001291E-03  ,9024E+02 -,8620E+02   ,9947586  ,0803694  ,0632143
T  118  2 ,2493472E+05   2000799E-03  ,2413E+03 -,1777E+03   ,9749754  ,1480432 -,1658498
T  119  2 ,2570760E+05   2000740E-03 -,1230E+03  ,1288E+03   ,9830207 -,1765416  ,0500332
T  120  2 ,2549360E+05   2001390E-03 -,9296E+02 -,1283E+03   ,9899227  ,1276675 -,0612701
T  121  2 ,2479183E+05   2000415E-03  ,4783E+03  ,1220E+03   ,9140590  ,3547967  ,1965083
T  122  2 ,2645180E+05   2001807E-03 -,6872E+02 -,2486E+02   ,9882426 -,1198399 -,0949468
T  123  2 ,2646941E+05   2001987E-03  ,1349E+03  ,1122E+02   ,9995785  ,0255519 -,0137817
T  124  2 ,2473432E+05   2002156E-03 -,6403E+01 -,4156E+03   ,9683798  ,1952885 -,1552516
T  125  2 ,2456058E+05   2001696E-03  ,1457E+03 -,6074E+03   ,9436982  ,0968355 -,3163171
T  126  2 ,2609373E+05   2000954E-03  ,1479E+03 -,1616E+03   ,9918387  ,0846691 -,0953267
T  127  2 ,2638442E+05   2000544E-03  ,1082E+03 -,5363E+02   ,9878437  ,0646940 -,1413489
T  128  2 ,2628057E+05   2000505E-03  ,2636E+02  ,1901E+02   ,9997733 -,0034734  ,0210085
T  129  2 ,2546084E+05   2000276E-03 -,5523E+02 -,6555E+02   ,9919188  ,0660675 -,1083154
T  130  2 ,2504801E+05   2001136E-03 -,3097E+03  ,3657E+02   ,9777820 -,1633484  ,1313760
T  131  2 ,2216807E+05   2001455E-03  ,6118E+03 -,3198E+03   ,8559652  ,4542026 -,2470295
T  132  2 ,1828841E+05   2001221E-03 -,1214E+04  ,6423E+03   ,5927553 -,6956124  ,4059119
T  133  2 ,2544148E+05   2001295E-03  ,1111E+03  ,2017E+03   ,9866307  ,0631885  ,1502234
T  135  2 ,2505680E+05   2000894E-03 -,1113E+03 -,5416E+02   ,9999249 -,0022753 -,0120431
